company_name,date_certified,current_status,description,industry,industry_category,products_and_services,country,state,city,sector,size,b_corp_profile,website,assessment_year,overall_score,certification_cycle,impact_area_community,impact_area_customers,impact_area_environment,impact_area_governance,impact_area_workers,impact_area_community_na_score,impact_area_customers_na_score,impact_area_environment_na_score,impact_area_governance_na_score,impact_area_workers_na_score,ia_community_it_civic_engagement_giving,ia_community_it_designed_for_charitable_giving,ia_community_it_designed_to_give,ia_community_it_diversity_inclusion,ia_community_it_job_creation,ia_community_it_local_economic_development,ia_community_it_local_involvement,ia_community_it_microdistribution_poverty_alleviation,ia_community_it_microfranchise_poverty_alleviation,ia_community_it_national_economic_development,ia_community_it_producer_cooperative,ia_community_it_suppliers_distributors,ia_community_it_suppliers_distributors_product,ia_community_it_supply_chain_poverty_alleviation,ia_customers_it_arts_media_culture,ia_customers_it_basic_services_for_the_underserved,ia_customers_it_business_model_and_engagement,ia_customers_it_capacity_building,ia_customers_it_current_fund,ia_customers_it_economic_empowerment_for_the_underserved,ia_customers_it_education,ia_customers_it_educational_models_and_engagement,ia_customers_it_educational_outcomes,ia_customers_it_health,ia_customers_it_health_wellness_improvement,ia_customers_it_impact_improvement,ia_customers_it_improved_impact,ia_customers_it_infrastructure_market_access,ia_customers_it_infrastructure_market_access_building,ia_customers_it_investment_criteria,ia_customers_it_leadership_outreach,ia_customers_it_marketing_recruiting_and_transparency,ia_customers_it_mission_aligned_exit,ia_customers_it_mission_lock,ia_customers_it_past_performance,ia_customers_it_portfolio_management,ia_customers_it_portfolio_reporting,ia_customers_it_positive_impact,ia_customers_it_privacy_and_consumer_protection,ia_customers_it_quality_and_continuous_improvement,ia_customers_it_serving_in_need_populations,ia_customers_it_student_experience,ia_customers_it_student_outcomes,ia_customers_it_student_outcomes_special_interest_students_,ia_customers_it_support_for_underserved_purpose_driven_enterprises,ia_customers_it_targeted_for_investment,ia_environment_it_certification,ia_environment_it_community,ia_environment_it_construction_practices,ia_environment_it_designed_to_conserve_agriculture_process,ia_environment_it_designed_to_conserve_manufacturing_process,ia_environment_it_designed_to_conserve_wholesale_process,ia_environment_it_energy_water_efficiency,ia_environment_it_environment_products_services_introduction,ia_environment_it_environmental_education_information,ia_environment_it_environmentally_innovative_wholesale_process,ia_environment_it_inputs,ia_environment_it_land_office_plant,ia_environment_it_land_wildlife_conservation,ia_environment_it_material_energy_use,ia_environment_it_materials_codes,ia_environment_it_outputs,ia_environment_it_renewable_or_cleaner_burning_energy,ia_environment_it_resource_conservation,ia_environment_it_safety,ia_environment_it_toxin_reduction_remediation,ia_environment_it_training_collaboration,ia_environment_it_transportation_distribution_suppliers,ia_governance_it_corporate_accountability,ia_governance_it_ethics,ia_governance_it_governance,ia_governance_it_mission_engagement,ia_governance_it_mission_locked,ia_governance_it_transparency,ia_workers_it_benefits,ia_workers_it_compensation_wages,ia_workers_it_human_rights_labor_policy,ia_workers_it_job_flexibility_corporate_culture,ia_workers_it_management_worker_communication,ia_workers_it_occupational_health_safety,ia_workers_it_training_education,ia_workers_it_worker_benefits,ia_workers_it_worker_owned,ia_workers_it_worker_ownership,ia_workers_it_workforce_development
"Ever Better, PBC",5/21/18,certified,"Ever Better provides org design and culture consulting to purpose-driven businesses and nonprofits. Better meetings, clearer roles with authority & accountability, and more effective decision-making adds up to greater impact.",Management and Financial Consulting,Business Products & Services,"Management consulting, training and coaching",United States,Colorado,Boulder,Service with Minor Environmental Footprint,0,bcorporation.net/directory/ever-better-pbc,www.everbetter.co,2018,97.1,1,46.8,20,13,17.2,,1.8,0,1.3,0,,21.4,,,1.8,,,18,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,20,,,,,,,,,,,,1.1,8,,,,2.5,,,,,,,0.7,,,3,10,3.5,,,,,,,,,,,
Choucair Testing S.A,10/31/16,certified,"Choucair is a company with 17 years of experience, with international coverage in subjects related to Software testing, with presence in Colombia, Peru and Panama. Since their founding, their spirit has always been to help their customers. Choucair offers something unique for its clients based on a deep knowledge of its business in order to deliver value-generating solutions.
 
 As a company, Choucair generates long-term relationships with their customers through business-centric testing, growing with them and accompanying them in all of its technology projects. That is why approximately 65% of their customers stay with them.",IT Software & Services/Web Design,Business Products & Services,Services related to software testing,Colombia,Antioquia,Medellin,Service with Minor Environmental Footprint, 250-999,bcorporation.net/directory/choucair-testing-sa,www.choucairtesting.com,2018,91.5,1,33.2,5,12.2,19.7,21.3,0,0,1.4,0,0.6,3.5,,,7.6,3.6,,8,,,,,,10.4,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.5,,,,4.2,,,,,,,,,,,,2.9,5.4,,,,2.4,,,,,,,2.5,3.5,,1.4,7.5,4.7,4.2,4.9,1.2,,2.3,3,3.7,,,1.1,
Choucair Testing S.A,10/31/16,certified,"Choucair is a company with 17 years of experience, with international coverage in subjects related to Software testing, with presence in Colombia, Peru and Panama. Since their founding, their spirit has always been to help their customers. Choucair offers something unique for its clients based on a deep knowledge of its business in order to deliver value-generating solutions.
 
 As a company, Choucair generates long-term relationships with their customers through business-centric testing, growing with them and accompanying them in all of its technology projects. That is why approximately 65% of their customers stay with them.",IT Software & Services/Web Design,Business Products & Services,Services related to software testing,Colombia,Antioquia,Medellin,Service with Minor Environmental Footprint, 250-999,bcorporation.net/directory/choucair-testing-sa,www.choucairtesting.com,2016,85.2,2,31.2,3.1,12.5,13.8,24.6,0,0,1.5,0,0.7,2.5,,,5.5,8.6,,7.2,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3.1,,,,,,,,,0,,,2.5,6,,,,2.3,,,,,,,2.5,3.5,,1.6,2.5,3.7,7.5,2.2,1.1,,2.2,3.1,6.2,,,1.1,
Neighbourhood Group of Companies,3/14/16,certified,"The Neighbourhood Group of Companies operates four restaurants (Borealis Grille & Bar Guelph, Borealis Grille & Bar Kitchener, Miijidaa Cafe + Bistro, The Woolwich Arrow Pub), all with an unwavering dedication to sustainable operations and environmental initiatives. Their overall goal is to become the national leader in the restaurant industry in the promotion of local, natural, foods and beverages, sustainable practices, community engagement and financial growth. This goal is achieved through like minded staff by engineering a professional and upbeat group culture that respects and develops passionate team members while promoting life balance and personal growth.

The company's main external activities include raising money for river restoration, sponsoring music series at three Performing Arts Centres and multiple local charitable initiatives with a focus on kids well being.",Restaurant,"Restaurant, Hospitality & Travel",Locally Crafted Food and Beverages,Canada,Ontario,Guelph,Service with Significant Environmental Footprint, 50-249,bcorporation.net/directory/neighbourhood-group-of-companies,www.neighbourhoodgroup.com,2017,98.7,1,47.9,0,18.9,13.2,18.6,0.6,0,0.3,0,0.5,3.6,,,2.2,0.8,28.8,6.4,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3.8,4.7,2.3,,,2.1,,,,1.6,,3.8,0.6,1,,1.6,7.5,2.4,6.5,5.2,,1.6,1.8,0,0.9,,,1.7,
Neighbourhood Group of Companies,3/14/16,certified,"The Neighbourhood Group of Companies operates four restaurants (Borealis Grille & Bar Guelph, Borealis Grille & Bar Kitchener, Miijidaa Cafe + Bistro, The Woolwich Arrow Pub), all with an unwavering dedication to sustainable operations and environmental initiatives. Their overall goal is to become the national leader in the restaurant industry in the promotion of local, natural, foods and beverages, sustainable practices, community engagement and financial growth. This goal is achieved through like minded staff by engineering a professional and upbeat group culture that respects and develops passionate team members while promoting life balance and personal growth.

The company's main external activities include raising money for river restoration, sponsoring music series at three Performing Arts Centres and multiple local charitable initiatives with a focus on kids well being.",Restaurant,"Restaurant, Hospitality & Travel",Locally Crafted Food and Beverages,Canada,Ontario,Guelph,Service with Significant Environmental Footprint, 50-249,bcorporation.net/directory/neighbourhood-group-of-companies,www.neighbourhoodgroup.com,2016,87.5,2,42.5,0,19.4,7.9,17.7,0.4,0,1.1,0,0,5,,0,2.5,1.8,21.3,5.9,0,0,0,0,,4.5,1.1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,,0,0,0,4.5,4.2,2,0,0,1.6,0,0,0,1.8,0,4,0.6,0.5,,1.8,2.5,2.3,6,4.5,0,1.1,1.8,1.1,1.1,,0,1.8,0
Barnana,3/9/16,certified,"Barnana is on a mission to eliminate food waste on organic banana farms. When bananas have scuffs, are a little too ripe, or aren’t the perfect size - they are rejected for export. Barnana upcycles these ""imperfect"" organic bananas that used to be wasted at these farms and turn them into Barnana.
 
 Barnana seeks to reduce unnecessary food waste and treat the planet with a bit more respect.",Food & Beverage,Consumer Products & Services,Chewy Banana Bites,United States,California,Santa Monica,Wholesale/Retail, 10-49,bcorporation.net/directory/barnana,www.barnana.com,2014,87.8,1,30,3.4,25.9,7,21.5,0,0,0,0,2.3,3,,,1.1,4.7,,5.2,,,,,,7.5,8.4,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,3.2,,,,,,,,15.1,,3.1,,1,0.5,1,2.5,2.1,,7.2,,1.1,1.1,,0.9,4,,4.7,
Alter Eco,1/11/09,certified,"Alter Eco offers a large range of Fair Trade, Organic and Carbon Neutral chocolate bars, truffles and snacks. Engrained in full-circle sustainability, the brand is obsessed with spreading social justice and environmental regeneration while setting a high bar for delivering mind-blowingly tasty foods. Alter Eco works with dozens of small scale agricultural cooperatives in the Global South to provide a fairer deal and market access for small farmers. 

 A pioneer of sustainable packaging, Alter Eco uses compostable truffle wrappers and chocolate bars wrapped in recyclable FSC certified paper. All Alter Eco products are USDA Certified Organic, Fair Trade Certified, Carbon Neutral Certified, Non-GMO Project Verified and Certified Gluten-Free (excluding Deep Dark Salt & Malt Chocolate Bar).",Food & Beverage,Consumer Products & Services,"Fair Trade & Organic chocolate bars, truffles and coconut snacks",United States,California,San Francisco,Wholesale/Retail, 10-49,bcorporation.net/directory/alter-eco,www.alterecofoods.com,2017,133.8,1,53.6,0,37.7,16.9,25.5,0,0,0,0,0.7,6.2,,,2.3,1.9,,5.5,,,,,,10.9,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5.5,5.9,0.7,,,1.4,,,,15.5,,8.6,1,1.5,,1.7,10,2.6,7.8,9.9,,2,1.7,0.3,0.6,,,2.1,
Alter Eco,1/11/09,certified,"Alter Eco offers a large range of Fair Trade, Organic and Carbon Neutral chocolate bars, truffles and snacks. Engrained in full-circle sustainability, the brand is obsessed with spreading social justice and environmental regeneration while setting a high bar for delivering mind-blowingly tasty foods. Alter Eco works with dozens of small scale agricultural cooperatives in the Global South to provide a fairer deal and market access for small farmers. 

 A pioneer of sustainable packaging, Alter Eco uses compostable truffle wrappers and chocolate bars wrapped in recyclable FSC certified paper. All Alter Eco products are USDA Certified Organic, Fair Trade Certified, Carbon Neutral Certified, Non-GMO Project Verified and Certified Gluten-Free (excluding Deep Dark Salt & Malt Chocolate Bar).",Food & Beverage,Consumer Products & Services,"Fair Trade & Organic chocolate bars, truffles and coconut snacks",United States,California,San Francisco,Wholesale/Retail, 10-49,bcorporation.net/directory/alter-eco,www.alterecofoods.com,2015,150.4,2,56.7,0,49.2,18.1,26.3,0,0,0,0,0.8,8.6,,,2.2,1.1,,3.7,,,,,,10.6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.7,4.9,,,2.7,,,,15.5,,14,,1.5,1.1,3,10,2.6,,9.8,,2.2,1.6,1.1,1,7.2,,2.6,
Alter Eco,1/11/09,certified,"Alter Eco offers a large range of Fair Trade, Organic and Carbon Neutral chocolate bars, truffles and snacks. Engrained in full-circle sustainability, the brand is obsessed with spreading social justice and environmental regeneration while setting a high bar for delivering mind-blowingly tasty foods. Alter Eco works with dozens of small scale agricultural cooperatives in the Global South to provide a fairer deal and market access for small farmers. 

 A pioneer of sustainable packaging, Alter Eco uses compostable truffle wrappers and chocolate bars wrapped in recyclable FSC certified paper. All Alter Eco products are USDA Certified Organic, Fair Trade Certified, Carbon Neutral Certified, Non-GMO Project Verified and Certified Gluten-Free (excluding Deep Dark Salt & Malt Chocolate Bar).",Food & Beverage,Consumer Products & Services,"Fair Trade & Organic chocolate bars, truffles and coconut snacks",United States,California,San Francisco,Wholesale/Retail, 10-49,bcorporation.net/directory/alter-eco,www.alterecofoods.com,2013,148.3,3,57,0,50.6,14.5,25.9,0,0,2.3,0,1.3,5.1,,,3.6,3.9,,4.2,,,,,9.9,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,7.4,,,,3.7,,,,15,,12.6,0.5,,0.9,2.5,7,3.5,,9.6,,1.1,1.1,,1.6,6.7,,4.3,
Alter Eco,1/11/09,certified,"Alter Eco offers a large range of Fair Trade, Organic and Carbon Neutral chocolate bars, truffles and snacks. Engrained in full-circle sustainability, the brand is obsessed with spreading social justice and environmental regeneration while setting a high bar for delivering mind-blowingly tasty foods. Alter Eco works with dozens of small scale agricultural cooperatives in the Global South to provide a fairer deal and market access for small farmers. 

 A pioneer of sustainable packaging, Alter Eco uses compostable truffle wrappers and chocolate bars wrapped in recyclable FSC certified paper. All Alter Eco products are USDA Certified Organic, Fair Trade Certified, Carbon Neutral Certified, Non-GMO Project Verified and Certified Gluten-Free (excluding Deep Dark Salt & Malt Chocolate Bar).",Food & Beverage,Consumer Products & Services,"Fair Trade & Organic chocolate bars, truffles and coconut snacks",United States,California,San Francisco,Wholesale/Retail, 10-49,bcorporation.net/directory/alter-eco,www.alterecofoods.com,2011,128.8,4,54.9,0,35.1,14,24.6,0.6,0,0,0,0,4.7,,,4.9,1.5,,2.3,,,,,10.7,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,9.6,,,,3,,,,15,,,,,2.3,1.5,7,3.1,,8.6,,,5.8,,,7.2,,3,
Porta Hermanos,11/9/16,certified,"Porta is a family business that today has diversified significantly and has 7 business divisions: Mass Consumption, Bulk Ethyl Alcohol, Calcium Carbonate, Carbon Gas, Chymosin, Technology Services and Mini-Distilleries.

Porta es una empresa familiar que en la actualidad, se ha diversificado notablemente y cuenta con 7 divisiones de negocios: Consumo Masivo, Alcohol Etílico a Granel, Carbonato de Calcio, Gas Carbónico, Quimosina, Servicios Tecnológicos y Mini-destilerías.",Food & Beverage,Consumer Products & Services,"Bevereges, Alcohols, Vinegars, lemon juice, carbon dioxide, chymosin.",Argentina,Cordoba,Cordoba,Manufacturing, 250-999,bcorporation.net/directory/porta-hermanos,portahnos.com.ar,2016,86.1,1,17.4,0,31.8,13.4,23.5,0,0,0,0,0,3.6,,,0.9,4,,4,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,12.4,5.5,,,,11.5,,,,,,2.2,1.6,2.7,,0.5,7.5,0.8,8.1,6.4,1.1,,2.2,2.3,3.1,,,0,
Fiasco Gelato,1/25/16,certified,"Fiasco originally opened in 2003 as Calgary’s first gelateria. With a commitment to thinking differently, Fiasco now provides amazing creations to specialty grocers and restauranteurs across Canada, as well as online. With a commitment to changing the way business is done, we put people and purpose above all else and are part of the fabric of our community through our impact.",Food & Beverage,Consumer Products & Services,"Wholesale & Retail Gelato & Sorbetto, Events, Catering",Canada,Alberta,Calgary,Manufacturing, 10-49,bcorporation.net/directory/fiasco-gelato,www.fiascogelato.ca,2017,110.9,1,45.6,0,20.5,14.8,30,0,0,1.2,0,0,9.3,,,1.8,3.8,19.3,6.9,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.4,5.4,,,,3.8,,,,1.8,,0.8,0.1,1.5,,2.3,7.5,3.2,11.9,8.6,,2,2.1,0.4,1.8,,,3.1,
Fiasco Gelato,1/25/16,certified,"Fiasco originally opened in 2003 as Calgary’s first gelateria. With a commitment to thinking differently, Fiasco now provides amazing creations to specialty grocers and restauranteurs across Canada, as well as online. With a commitment to changing the way business is done, we put people and purpose above all else and are part of the fabric of our community through our impact.",Food & Beverage,Consumer Products & Services,"Wholesale & Retail Gelato & Sorbetto, Events, Catering",Canada,Alberta,Calgary,Manufacturing, 10-49,bcorporation.net/directory/fiasco-gelato,www.fiascogelato.ca,2016,86,2,37.3,0,15.6,7.7,25.5,0,0,0.3,0,0,5.2,,,1.1,2.3,21.3,5,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,4.9,,,,1.6,,,,,,1.3,,1.5,,1.6,2.5,2,,5.2,,2.3,2.1,0.8,1.3,11.4,,2.2,
Prana Biovegan Inc.,5/22/15,certified,"Prana is a family-owned company that manufactures and markets an extensive variety of nuts, dried fruits, seeds, healthy snacks, trail mixes, superfoods, cacao and coconut products, all of which certified organic, gluten-free and vegan. PRANA is renowned for its fresh, flavorful products as well as its high quality standards.",Food & Beverage,Consumer Products & Services,"Organic Nuts, Seeds, Dried Fruits and Snacks",Canada,Quebec,Saint Laurent,Manufacturing, 50-249,bcorporation.net/directory/prana-biovegan-inc,www.prana.bio,2017,123.9,1,27.2,0,57.8,13.7,25.2,0.3,0,0,0,0,5,,,4.7,2.7,,3.6,,,,,,7.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,0,,,9.4,6.5,,,,6.5,,,,13.9,,3.3,0.9,1.3,,2,7.5,2,11.5,4,,2.1,2,1.1,1.3,,,3.1,
Prana Biovegan Inc.,5/22/15,certified,"Prana is a family-owned company that manufactures and markets an extensive variety of nuts, dried fruits, seeds, healthy snacks, trail mixes, superfoods, cacao and coconut products, all of which certified organic, gluten-free and vegan. PRANA is renowned for its fresh, flavorful products as well as its high quality standards.",Food & Beverage,Consumer Products & Services,"Organic Nuts, Seeds, Dried Fruits and Snacks",Canada,Quebec,Saint Laurent,Manufacturing, 50-249,bcorporation.net/directory/prana-biovegan-inc,www.prana.bio,2015,81,2,21.7,0,31.7,5.5,22.1,0,0,0.3,0,2.8,1.8,,,6.2,4.7,,3,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,3.7,,,,4.4,,,,15.5,,2.2,,0.9,0.6,0.2,2.5,1.1,,2.1,,1.3,1.1,0.9,0.5,11,,2.2,
La Marchigiana,11/19/15,certified,"La Marchigiana's specialty is the Italian-Argentinian cuisine, which is created with seasonal, regional, fresh, and natural ingredients. They also count with the best selection of wines from Mendoza and Argentina.

Nuestra especialidad es la cocina ítalo-argentina, elaborada con productos de estación, regionales, frescos y naturales. Contamos con la mejor selección de vinos de bodegas mendocinas y argentinas.",Restaurant,"Restaurant, Hospitality & Travel",Gastronomy - Gastronomía,Argentina,Mendoza,Mendoza,Service with Significant Environmental Footprint, 50-249,bcorporation.net/directory/la-marchigiana,www.marchigiana.com.ar,2015,89.9,1,33.9,0,12.9,14.1,29,0,0,1.1,0,0,5,,,2,4.2,,6.7,,,,,,6.5,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.9,,,,2.6,,,,,,,,3.3,3,2.6,2.5,2.7,,11.3,0.2,,3.3,2,5.7,5.5,,0.8,
Recycle-A-Textbook.com,11/3/16,certified,RTB is a wholesale textbook company that recirculates used textbooks to college students as well as elementary/high school districts. They also hire student interns to help grow and spread their mission of offering lower cost textbooks to students nationwide.,Books & Media,Consumer Products & Services,Textbook Wholesaler and Retailer,United States,Kentucky,Lexington,Wholesale/Retail, 10-49,bcorporation.net/directory/recycle-a-textbookcom,www.recycleatextbook.com,2016,86.8,1,18.5,20.6,20,7.5,20.2,0.5,0,0.2,0,0,4.4,,,2.7,4.2,,5,,,,,,1.3,,,,,,,,20.6,,,,,0.8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0.5,,2.8,1.5,27.1,,,0.8,,13.9,,,,0.6,0,1,,1.1,2.5,2.7,6.7,6.2,,1.3,1.8,0.4,1.3,,,2.2,
Staach,8/2/13,certified,"A person sits in a chair. It happens millions of times a day, and few of us give it a second thought. Yet itÕs a connectionÑone Staach believes should be not only comfortable, but meaningful. Staach strives to create the finest modern handcrafted furniture using only sustainable methods and materials. Because Staach thinks good, functional design and environmentally responsible practices can make our world a better place to live in. And sit in.

 
 Since its beginnings in 2006, we have sought to operate with social and environmental responsibility. Becoming a certified B corp has helped us demonstrate our commitment and performance to these values through internationally recognized standards, while providing a vibrant community for support and collaboration.
 
 For Staach, sustainability is a way of life. A process of continually finding more and better ways of existing within this world. As designers, manufacturers, and employers, Staach recognizes that their actions carry significant weight and pride themselves on being proactive, respected advocates for social and environmental causes and continually look for ways to improve their contributions.","Housewares, Home Furnishings, & Accessories",Consumer Products & Services,Domestic sustainable manufacturing and design,United States,New York,Rochester,Manufacturing, 10-49,bcorporation.net/directory/staach,staach.com,2015,112.9,1,22.8,0,63.4,11.3,15.4,0,0,0,0,1.1,6,,,2.7,1.6,,6.2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,4.2,8.8,13.8,,,4,,,,14.4,,,,,,0.9,7.5,2.8,,4,,,6.2,,,2,,2,
Staach,8/2/13,certified,"A person sits in a chair. It happens millions of times a day, and few of us give it a second thought. Yet itÕs a connectionÑone Staach believes should be not only comfortable, but meaningful. Staach strives to create the finest modern handcrafted furniture using only sustainable methods and materials. Because Staach thinks good, functional design and environmentally responsible practices can make our world a better place to live in. And sit in.

 
 Since its beginnings in 2006, we have sought to operate with social and environmental responsibility. Becoming a certified B corp has helped us demonstrate our commitment and performance to these values through internationally recognized standards, while providing a vibrant community for support and collaboration.
 
 For Staach, sustainability is a way of life. A process of continually finding more and better ways of existing within this world. As designers, manufacturers, and employers, Staach recognizes that their actions carry significant weight and pride themselves on being proactive, respected advocates for social and environmental causes and continually look for ways to improve their contributions.","Housewares, Home Furnishings, & Accessories",Consumer Products & Services,Domestic sustainable manufacturing and design,United States,New York,Rochester,Manufacturing, 10-49,bcorporation.net/directory/staach,staach.com,2012,95.6,2,18.3,0,49.8,9.3,18.1,0.7,0,0.3,0.6,0,2.3,,,1.6,2.5,,5.2,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,7.7,7.1,15,,,1.5,,,,,,,,,,0.8,5.5,2.2,,6.1,,,3.5,,,6.4,,2,
Context Travel,5/25/11,certified,Context Travel organizes scholar-led walking tours in 37 cities worldwide. It is a Conde Nast Travel top travel specialist.,Travel & Leisure,"Restaurant, Hospitality & Travel",Scholar-Led Walking Tours,United States,Pennsylvania,Philadelphia,Service with Minor Environmental Footprint, 10-49,bcorporation.net/directory/context-travel,contexttravel.com,2016,80.3,1,25.8,9.7,9.7,16,19.1,0.9,0,0,0,0,3.6,,,4.7,5,,7.5,0,,,,,4,,,,0,,,,9.6,,0,,,0,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,0,,1.5,6.9,0,,,1.1,,0,,0,,,0,2,,1.6,7.5,4.9,4.7,6.2,,1.8,1.6,,2.2,,,2.2,
Context Travel,5/25/11,certified,Context Travel organizes scholar-led walking tours in 37 cities worldwide. It is a Conde Nast Travel top travel specialist.,Travel & Leisure,"Restaurant, Hospitality & Travel",Scholar-Led Walking Tours,United States,Pennsylvania,Philadelphia,Service with Minor Environmental Footprint, 10-49,bcorporation.net/directory/context-travel,contexttravel.com,2013,80.2,2,17.3,7.5,7.7,16.4,31.1,0.6,0,0,0.5,1.2,2.6,,,5.8,5.4,,1.5,,,,,1.1,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,6.2,,,,1,,,,,,,0.8,,,2.6,7,5.3,,10.2,,2.7,2.9,,2.3,7.6,,3.9,
"Pie Pan, Inc. DBA Bull City Burger and Brewery & Pompieri Pizza",2/5/14,certified,"Bull City Burger and Brewery & Pompieri Pizza are locally owned, independent restaurants. Plus they have a craft brewery all located in downtown Durham, NC. The restaurants serve lunch and dinner. They offer a family friendly atmosphere featuring children’s play areas, outdoor patios as well as a private meeting room for business gatherings, events and presentations all within full view of our food preparation, brewing and cooking.
 
The restaurants are very much “farm-to-fork,” working closely with North Carolina pasture-raised beef and pork farmers supplying meat with no added hormones and no antibiotics. They work with farmers growing vegetables for their restaurants. They are also ""back-to-scratch"" with the menu streamlined and nearly everything produced on-site including house made buns, sauces, cured meats, gelato, hot dogs and bacon. The restaurants do not use artificial sweeteners, high fructose corn syrup, or hydrogenated oils. Their kitchens really do prepare everything including the mustard, the slaw, the pickles, the mayo, the aioli, the pepperoni, the mozzarella cheese, the crusts, the sausage, the relish, yes everything but the ketchup (we couldn't keep up with the ketchup demand).",Restaurant,"Restaurant, Hospitality & Travel",Restaurant,United States,North Carolina,Durham,Wholesale/Retail, 50-249,bcorporation.net/directory/pie-pan-inc-dba-bull-city-burger-and-brewery-pompieri-pizza,www.bullcityburgerandbrewery.com,2016,95.4,1,44.3,0,30.4,7.1,13.6,0.6,0,2.2,0,0.3,3.7,,,3.6,1.5,23.6,6.4,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,5.7,8,,,0.8,,,,2.8,,3.3,,1,,1.8,2.5,1.8,,5,,1.6,2.2,0.4,1.1,0.5,,2.2,
"Pie Pan, Inc. DBA Bull City Burger and Brewery & Pompieri Pizza",2/5/14,certified,"Bull City Burger and Brewery & Pompieri Pizza are locally owned, independent restaurants. Plus they have a craft brewery all located in downtown Durham, NC. The restaurants serve lunch and dinner. They offer a family friendly atmosphere featuring children’s play areas, outdoor patios as well as a private meeting room for business gatherings, events and presentations all within full view of our food preparation, brewing and cooking.
 
The restaurants are very much “farm-to-fork,” working closely with North Carolina pasture-raised beef and pork farmers supplying meat with no added hormones and no antibiotics. They work with farmers growing vegetables for their restaurants. They are also ""back-to-scratch"" with the menu streamlined and nearly everything produced on-site including house made buns, sauces, cured meats, gelato, hot dogs and bacon. The restaurants do not use artificial sweeteners, high fructose corn syrup, or hydrogenated oils. Their kitchens really do prepare everything including the mustard, the slaw, the pickles, the mayo, the aioli, the pepperoni, the mozzarella cheese, the crusts, the sausage, the relish, yes everything but the ketchup (we couldn't keep up with the ketchup demand).",Restaurant,"Restaurant, Hospitality & Travel",Restaurant,United States,North Carolina,Durham,Wholesale/Retail, 50-249,bcorporation.net/directory/pie-pan-inc-dba-bull-city-burger-and-brewery-pompieri-pizza,www.bullcityburgerandbrewery.com,2014,89.6,2,40.7,0,26,10.6,12.2,1.1,0,4.8,0.5,0.8,1.2,,,1.8,4.4,24,5.7,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,5.7,6.7,,,1.4,,,,0.7,,1.5,0.7,,,1,6.2,2,,5.1,,0.1,1.2,0.4,2,0.2,,2.1,
